movieId,title,genres,genres_clean,tags_clean,title_tokens,year_token,soup
6542,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,comedy drama war,,cuckoo kukushka,yr2002,comedy drama war comedy drama war comedy drama war cuckoo kukushka yr2002
6545,I Capture the Castle (2003),Drama|Romance,drama romance,dodie smith,capture castle,yr2003,drama romance drama romance drama romance capture castle yr2003 dodie smith
6547,Northfork (2003),Drama|Fantasy,drama fantasy,flood,northfork,yr2003,drama fantasy drama fantasy drama fantasy northfork yr2003 flood
6548,Bad Boys II (2003),Action|Comedy|Crime|Thriller,action comedy crime thriller,,bad boys,yr2003,action comedy crime thriller action comedy crime thriller action comedy crime thriller bad boys yr2003
6549,How to Deal (2003),Comedy|Drama|Romance,comedy drama romance,,how deal,yr2003,comedy drama romance comedy drama romance comedy drama romance how deal yr2003
6550,Johnny English (2003),Action|Comedy|Thriller,action comedy thriller,,johnny english,yr2003,action comedy thriller action comedy thriller action comedy thriller johnny english yr2003
6551,"Anarchist Cookbook, The (2002)",Comedy|Romance,comedy romance,,anarchist cookbook,yr2002,comedy romance comedy romance comedy romance anarchist cookbook yr2002
6552,Dirty Pretty Things (2002),Crime|Drama|Thriller,crime drama thriller,immigration,dirty pretty things,yr2002,crime drama thriller crime drama thriller crime drama thriller dirty pretty things yr2002 immigration
6553,"Embalmer, The (Imbalsamatore, L') (2002)",Drama,drama,,embalmer imbalsamatore l,yr2002,drama drama drama embalmer imbalsamatore l yr2002
6554,Garage Days (2002),Comedy|Musical,comedy musical,,garage days,yr2002,comedy musical comedy musical comedy musical garage days yr2002
6557,Born to Be Wild (1995),Adventure|Children|Comedy|Drama,adventure children comedy drama,,born be wild,yr1995,adventure children comedy drama adventure children comedy drama adventure children comedy drama born be wild yr1995
6558,Curly Sue (1991),Comedy|Drama,comedy drama,,curly sue,yr1991,comedy drama comedy drama comedy drama curly sue yr1991
6559,Little Giants (1994),Children|Comedy,children comedy,,little giants,yr1994,children comedy children comedy children comedy little giants yr1994
6560,Loose Cannons (1990),Action|Comedy,action comedy,,loose cannons,yr1990,action comedy action comedy action comedy loose cannons yr1990
6561,"Mouse That Roared, The (1959)",Comedy|War,comedy war,,mouse roared,yr1959,comedy war comedy war comedy war mouse roared yr1959
6563,Masked & Anonymous (2003),Comedy|Drama,comedy drama,,masked anonymous,yr2003,comedy drama comedy drama comedy drama masked anonymous yr2003
6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller,action adventure comedy romance thriller,adventure angelina jolie heroine in tight suit,lara croft tomb raider cradle life,yr2003,action adventure comedy romance thriller action adventure comedy romance thriller action adventure comedy romance thriller lara croft tomb raider cradle life yr2003 adventure angelina jolie heroine in tight suit
6565,Seabiscuit (2003),Drama,drama,horses,seabiscuit,yr2003,drama drama drama seabiscuit yr2003 horses
6566,Spy Kids 3-D: Game Over (2003),Action|Adventure|Children,action adventure children,,spy kids d game over,yr2003,action adventure children action adventure children action adventure children spy kids d game over yr2003
6567,Buffalo Soldiers (2001),Comedy|Crime|Drama|War,comedy crime drama war,,buffalo soldiers,yr2001,comedy crime drama war comedy crime drama war comedy crime drama war buffalo soldiers yr2001
6568,Camp (2003),Comedy|Musical,comedy musical,,camp,yr2003,comedy musical comedy musical comedy musical camp yr2003
6571,"Mondays in the Sun (Lunes al sol, Los) (2002)",Drama,drama,,mondays sun lunes al sol los,yr2002,drama drama drama mondays sun lunes al sol los yr2002
6572,Scorched (2003),Comedy|Crime,comedy crime,,scorched,yr2003,comedy crime comedy crime comedy crime scorched yr2003
6573,Avanti! (1972),Comedy|Drama,comedy drama,,avanti,yr1972,comedy drama comedy drama comedy drama avanti yr1972
6574,Eve of Destruction (1991),Action|Sci-Fi|Thriller,action scifi thriller,,eve destruction,yr1991,action scifi thriller action scifi thriller action scifi thriller eve destruction yr1991
6577,Kickboxer 2: The Road Back (1991),Action|Drama,action drama,,kickboxer road back,yr1991,action drama action drama action drama kickboxer road back yr1991
6578,"Kiss Me, Stupid (1964)",Comedy,comedy,,kiss me stupid,yr1964,comedy comedy comedy kiss me stupid yr1964
6579,"One, Two, Three (1961)",Comedy,comedy,japan,,yr1961,comedy comedy comedy  yr1961 japan
6581,"Private Life of Sherlock Holmes, The (1970)",Comedy|Drama|Mystery,comedy drama mystery,,private life sherlock holmes,yr1970,comedy drama mystery comedy drama mystery comedy drama mystery private life sherlock holmes yr1970
6582,Remo Williams: The Adventure Begins (1985),Action|Comedy|Crime|Thriller,action comedy crime thriller,,remo williams adventure begins,yr1985,action comedy crime thriller action comedy crime thriller action comedy crime thriller remo williams adventure begins yr1985
6583,"Blood of Heroes, The (Salute of the Jugger, The) (1989)",Action|Sci-Fi,action scifi,,blood heroes salute jugger,yr1989,action scifi action scifi action scifi blood heroes salute jugger yr1989
6584,"What's Up, Tiger Lily? (1966)",Adventure|Comedy|Crime|Thriller,adventure comedy crime thriller,,what s up tiger lily,yr1966,adventure comedy crime thriller adventure comedy crime thriller adventure comedy crime thriller what s up tiger lily yr1966
6586,American Wedding (American Pie 3) (2003),Comedy,comedy,,american wedding american pie,yr2003,comedy comedy comedy american wedding american pie yr2003
6587,Gigli (2003),Comedy|Crime|Romance,comedy crime romance,,gigli,yr2003,comedy crime romance comedy crime romance comedy crime romance gigli yr2003
6588,And Now... Ladies and Gentlemen... (2002),Romance|Thriller,romance thriller,,now ladies gentlemen,yr2002,romance thriller romance thriller romance thriller now ladies gentlemen yr2002
6591,"Magdalene Sisters, The (2002)",Drama,drama,religion,magdalene sisters,yr2002,drama drama drama magdalene sisters yr2002 religion
6592,"Secret Lives of Dentists, The (2002)",Drama,drama,marriage,secret lives dentists,yr2002,drama drama drama secret lives dentists yr2002 marriage
6593,Freaky Friday (2003),Children|Comedy|Fantasy,children comedy fantasy,,freaky friday,yr2003,children comedy fantasy children comedy fantasy children comedy fantasy freaky friday yr2003
6595,S.W.A.T. (2003),Action|Thriller,action thriller,,s w t,yr2003,action thriller action thriller action thriller s w t yr2003
6596,"Divorce, Le (2003)",Comedy|Drama|Romance,comedy drama romance,,divorce le,yr2003,comedy drama romance comedy drama romance comedy drama romance divorce le yr2003
6597,"Princess Blade, The (Shura Yukihime) (2001)",Action|Sci-Fi,action scifi,,princess blade shura yukihime,yr2001,action scifi action scifi action scifi princess blade shura yukihime yr2001
6598,Step Into Liquid (2002),Documentary,documentary,,step into liquid,yr2002,documentary documentary documentary step into liquid yr2002
6603,"Double Life, A (1947)",Crime|Drama|Film-Noir,crime drama filmnoir,othello,double life,yr1947,crime drama filmnoir crime drama filmnoir crime drama filmnoir double life yr1947 othello
6604,Hawks and Sparrows (Uccellacci e Uccellini) (1966),Comedy,comedy,,hawks sparrows uccellacci e uccellini,yr1966,comedy comedy comedy hawks sparrows uccellacci e uccellini yr1966
6609,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",Drama,drama,bible,gospel according st matthew vangelo secondo matteo il,yr1964,drama drama drama gospel according st matthew vangelo secondo matteo il yr1964 bible
6611,Umberto D. (1952),Drama,drama,,umberto d,yr1952,drama drama drama umberto d yr1952
6612,Brother's Keeper (1992),Documentary,documentary,,brother s keeper,yr1992,documentary documentary documentary brother s keeper yr1992
6614,I Love You to Death (1990),Comedy|Crime,comedy crime,,love you death,yr1990,comedy crime comedy crime comedy crime love you death yr1990
6615,Freddy vs. Jason (2003),Action|Horror|Thriller,action horror thriller,,freddy vs jason,yr2003,action horror thriller action horror thriller action horror thriller freddy vs jason yr2003
6616,Grind (2003),Action|Comedy,action comedy,,grind,yr2003,action comedy action comedy action comedy grind yr2003
6617,Open Range (2003),Western,western,,open range,yr2003,western western western open range yr2003
6618,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy,action comedy,,shaolin soccer siu lam juk kau,yr2001,action comedy action comedy action comedy shaolin soccer siu lam juk kau yr2001
6619,Uptown Girls (2003),Comedy,comedy,,uptown girls,yr2003,comedy comedy comedy uptown girls yr2003
6620,American Splendor (2003),Comedy|Drama,comedy drama,cancer,american splendor,yr2003,comedy drama comedy drama comedy drama american splendor yr2003 cancer
6624,Agent Cody Banks (2003),Action|Adventure|Children|Fantasy,action adventure children fantasy,,agent cody banks,yr2003,action adventure children fantasy action adventure children fantasy action adventure children fantasy agent cody banks yr2003
6625,Camp Nowhere (1994),Adventure|Children|Comedy,adventure children comedy,,camp nowhere,yr1994,adventure children comedy adventure children comedy adventure children comedy camp nowhere yr1994
6628,Hot Dog... The Movie (1984),Comedy,comedy,,hot dog movie,yr1984,comedy comedy comedy hot dog movie yr1984
6629,House of Wax (1953),Crime|Horror|Mystery|Thriller,crime horror mystery thriller,,house wax,yr1953,crime horror mystery thriller crime horror mystery thriller crime horror mystery thriller house wax yr1953
6631,Man's Best Friend (1993),Horror|Sci-Fi|Thriller,horror scifi thriller,,man s best friend,yr1993,horror scifi thriller horror scifi thriller horror scifi thriller man s best friend yr1993
6636,"Sure Thing, The (1985)",Comedy|Romance,comedy romance,road trip,sure thing,yr1985,comedy romance comedy romance comedy romance sure thing yr1985 road trip
6638,Valley Girl (1983),Comedy|Romance,comedy romance,,valley girl,yr1983,comedy romance comedy romance comedy romance valley girl yr1983
6639,Wait Until Dark (1967),Drama|Thriller,drama thriller,blindness,wait until dark,yr1967,drama thriller drama thriller drama thriller wait until dark yr1967 blindness
6643,Tokyo Story (Tôkyô monogatari) (1953),Drama,drama,,tokyo story t ky monogatari,yr1953,drama drama drama tokyo story t ky monogatari yr1953
6644,"Green Ray, The (Rayon vert, Le) (1986)",Drama|Romance,drama romance,,green ray rayon vert le,yr1986,drama romance drama romance drama romance green ray rayon vert le yr1986
6645,THX 1138 (1971),Action|Adventure|Drama|Sci-Fi,action adventure drama scifi,,thx,yr1971,action adventure drama scifi action adventure drama scifi action adventure drama scifi thx yr1971
6650,Kind Hearts and Coronets (1949),Comedy|Drama,comedy drama,family multiple roles murder,kind hearts coronets,yr1949,comedy drama comedy drama comedy drama kind hearts coronets yr1949 family multiple roles murder
6654,Atragon (Kaitei Gunkan) (1963),Adventure|Sci-Fi,adventure scifi,,atragon kaitei gunkan,yr1963,adventure scifi adventure scifi adventure scifi atragon kaitei gunkan yr1963
6656,Attack of the Puppet People (1958),Horror|Sci-Fi,horror scifi,,attack puppet people,yr1958,horror scifi horror scifi horror scifi attack puppet people yr1958
6658,10 (1979),Comedy|Romance,comedy romance,,,yr1979,comedy romance comedy romance comedy romance  yr1979
6659,Tremors (1990),Comedy|Horror|Sci-Fi,comedy horror scifi,,tremors,yr1990,comedy horror scifi comedy horror scifi comedy horror scifi tremors yr1990
6660,"Red Shoes, The (1948)",Drama|Fantasy|Musical|Romance,drama fantasy musical romance,ballet,red shoes,yr1948,drama fantasy musical romance drama fantasy musical romance drama fantasy musical romance red shoes yr1948 ballet
6662,"Pink Panther, The (1963)",Comedy|Crime,comedy crime,clousseau,pink panther,yr1963,comedy crime comedy crime comedy crime pink panther yr1963 clousseau
6663,"Pink Panther Strikes Again, The (1976)",Comedy|Crime,comedy crime,,pink panther strikes again,yr1976,comedy crime comedy crime comedy crime pink panther strikes again yr1976
6664,Commando (1985),Action|Adventure,action adventure,,commando,yr1985,action adventure action adventure action adventure commando yr1985
6665,Dracula (1979),Horror|Romance,horror romance,,dracula,yr1979,horror romance horror romance horror romance dracula yr1979
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Comedy|Drama|Fantasy,comedy drama fantasy,,discreet charm bourgeoisie charme discret de la bourgeoisie le,yr1972,comedy drama fantasy comedy drama fantasy comedy drama fantasy discreet charm bourgeoisie charme discret de la bourgeoisie le yr1972
6667,Waco: The Rules of Engagement (1997),Documentary,documentary,fbi,waco rules engagement,yr1997,documentary documentary documentary waco rules engagement yr1997 fbi
6668,"Road Home, The (Wo de fu qin mu qin) (1999)",Drama|Romance,drama romance,,road home wo de fu qin mu qin,yr1999,drama romance drama romance drama romance road home wo de fu qin mu qin yr1999
6669,Ikiru (1952),Drama,drama,meditative philosophical poignant purposefulness terminal illness,ikiru,yr1952,drama drama drama ikiru yr1952 meditative philosophical poignant purposefulness terminal illness
6670,Comic Book Villains (2002),Comedy,comedy,,comic book villains,yr2002,comedy comedy comedy comic book villains yr2002
6671,"Angel at My Table, An (1990)",Drama,drama,,angel my table,yr1990,drama drama drama angel my table yr1990
6678,"Handmaid's Tale, The (1990)",Drama|Sci-Fi,drama scifi,,handmaid s tale,yr1990,drama scifi drama scifi drama scifi handmaid s tale yr1990
6679,Revolution OS (2001),Documentary,documentary,,revolution os,yr2001,documentary documentary documentary revolution os yr2001
6684,Death in Venice (Morte a Venezia) (1971),Drama|Romance,drama romance,,death venice morte venezia,yr1971,drama romance drama romance drama romance death venice morte venezia yr1971
6686,"Medallion, The (2003)",Action|Comedy|Crime|Fantasy,action comedy crime fantasy,,medallion,yr2003,action comedy crime fantasy action comedy crime fantasy action comedy crime fantasy medallion yr2003
6687,My Boss's Daughter (2003),Comedy|Romance,comedy romance,,my boss s daughter,yr2003,comedy romance comedy romance comedy romance my boss s daughter yr2003
6688,Autumn Spring (Babí léto) (2001),Comedy|Drama,comedy drama,,autumn spring bab l,yr2001,comedy drama comedy drama comedy drama autumn spring bab l yr2001
6689,"Battle of Shaker Heights, The (2003)",Comedy|Drama|Romance,comedy drama romance,,battle shaker heights,yr2003,comedy drama romance comedy drama romance comedy drama romance battle shaker heights yr2003
6691,Dust (2001),Drama|Western,drama western,,dust,yr2001,drama western drama western drama western dust yr2001
6692,Stoked: The Rise and Fall of Gator (2002),Documentary,documentary,,stoked rise fall gator,yr2002,documentary documentary documentary stoked rise fall gator yr2002
6695,Jeepers Creepers 2 (2003),Horror|Thriller,horror thriller,,jeepers creepers,yr2003,horror thriller horror thriller horror thriller jeepers creepers yr2003
6696,Bollywood/Hollywood (2002),Comedy|Drama|Musical|Romance,comedy drama musical romance,,bollywood hollywood,yr2002,comedy drama musical romance comedy drama musical romance comedy drama musical romance bollywood hollywood yr2002
6699,Once Upon a Time in the Midlands (2002),Drama,drama,,once upon time midlands,yr2002,drama drama drama once upon time midlands yr2002
6702,Dickie Roberts: Former Child Star (2003),Comedy,comedy,,dickie roberts former child star,yr2003,comedy comedy comedy dickie roberts former child star yr2003
6705,Party Monster (2003),Comedy|Crime|Drama|Thriller,comedy crime drama thriller,,party monster,yr2003,comedy crime drama thriller comedy crime drama thriller comedy crime drama thriller party monster yr2003
6706,Taking Sides (2001),Drama,drama,,taking sides,yr2001,drama drama drama taking sides yr2001
6707,Cabin Fever (2002),Horror|Thriller,horror thriller,,cabin fever,yr2002,horror thriller horror thriller horror thriller cabin fever yr2002
6708,Matchstick Men (2003),Comedy|Crime|Drama,comedy crime drama,con men fatherhood,matchstick men,yr2003,comedy crime drama comedy crime drama comedy crime drama matchstick men yr2003 con men fatherhood
6709,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller,action adventure crime thriller,,once upon time mexico,yr2003,action adventure crime thriller action adventure crime thriller action adventure crime thriller once upon time mexico yr2003
6710,Dummy (2002),Comedy|Drama|Romance,comedy drama romance,vertriloquism,dummy,yr2002,comedy drama romance comedy drama romance comedy drama romance dummy yr2002 vertriloquism
6711,Lost in Translation (2003),Comedy|Drama|Romance,comedy drama romance,atmospheric japan,lost translation,yr2003,comedy drama romance comedy drama romance comedy drama romance lost translation yr2003 atmospheric japan
6713,Millennium Actress (Sennen joyû) (2001),Animation|Drama|Romance,animation drama romance,,millennium actress sennen joy,yr2001,animation drama romance animation drama romance animation drama romance millennium actress sennen joy yr2001
6715,Children of the Night (1991),Horror,horror,,children night,yr1991,horror horror horror children night yr1991
6718,Gotcha! (1985),Comedy,comedy,,gotcha,yr1985,comedy comedy comedy gotcha yr1985
6720,Kuffs (1992),Action|Comedy|Crime,action comedy crime,,kuffs,yr1992,action comedy crime action comedy crime action comedy crime kuffs yr1992
6721,Once Upon a Time in China (Wong Fei Hung) (1991),Action|Adventure|Drama,action adventure drama,,once upon time china wong fei hung,yr1991,action adventure drama action adventure drama action adventure drama once upon time china wong fei hung yr1991
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action|Romance,action romance,,once upon time china wong fei hung ji yi naam yi dong ji keung,yr1992,action romance action romance action romance once upon time china wong fei hung ji yi naam yi dong ji keung yr1992
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Action,action,,once upon time china wong fei hung tsi sam siwong tsangba,yr1993,action action action once upon time china wong fei hung tsi sam siwong tsangba yr1993
6724,Paper Moon (1973),Comedy|Crime|Drama,comedy crime drama,,paper moon,yr1973,comedy crime drama comedy crime drama comedy crime drama paper moon yr1973
6731,Day of the Dead (1985),Horror|Sci-Fi|Thriller,horror scifi thriller,,day dead,yr1985,horror scifi thriller horror scifi thriller horror scifi thriller day dead yr1985
6732,"Hello, Dolly! (1969)",Comedy|Musical|Romance,comedy musical romance,matchmaker,hello dolly,yr1969,comedy musical romance comedy musical romance comedy musical romance hello dolly yr1969 matchmaker
6734,Memoirs of an Invisible Man (1992),Comedy|Romance|Sci-Fi|Thriller,comedy romance scifi thriller,,memoirs invisible man,yr1992,comedy romance scifi thriller comedy romance scifi thriller comedy romance scifi thriller memoirs invisible man yr1992
6744,Once Bitten (1985),Comedy|Horror,comedy horror,vampire,once bitten,yr1985,comedy horror comedy horror comedy horror once bitten yr1985 vampire
6746,Squirm (1976),Horror|Romance,horror romance,,squirm,yr1976,horror romance horror romance horror romance squirm yr1976
6748,"Brood, The (1979)",Horror,horror,,brood,yr1979,horror horror horror brood yr1979
6750,Anything Else (2003),Comedy|Drama|Romance,comedy drama romance,,anything else,yr2003,comedy drama romance comedy drama romance comedy drama romance anything else yr2003
6751,Cold Creek Manor (2003),Drama|Thriller,drama thriller,,cold creek manor,yr2003,drama thriller drama thriller drama thriller cold creek manor yr2003
6752,"Fighting Temptations, The (2003)",Drama,drama,,fighting temptations,yr2003,drama drama drama fighting temptations yr2003
6753,Secondhand Lions (2003),Children|Comedy|Drama,children comedy drama,animal movie,secondhand lions,yr2003,children comedy drama children comedy drama children comedy drama secondhand lions yr2003 animal movie
6754,Underworld (2003),Action|Fantasy|Horror,action fantasy horror,,underworld,yr2003,action fantasy horror action fantasy horror action fantasy horror underworld yr2003
6755,Bubba Ho-tep (2002),Comedy|Horror,comedy horror,,bubba ho tep,yr2002,comedy horror comedy horror comedy horror bubba ho tep yr2002
6760,In This World (2002),Adventure|Drama,adventure drama,,world,yr2002,adventure drama adventure drama adventure drama world yr2002
6763,Duplex (2003),Comedy|Crime,comedy crime,,duplex,yr2003,comedy crime comedy crime comedy crime duplex yr2003
6764,"Rundown, The (2003)",Action|Adventure|Comedy,action adventure comedy,,rundown,yr2003,action adventure comedy action adventure comedy action adventure comedy rundown yr2003
6765,Under the Tuscan Sun (2003),Comedy|Drama|Romance,comedy drama romance,,under tuscan sun,yr2003,comedy drama romance comedy drama romance comedy drama romance under tuscan sun yr2003
6768,Luther (2003),Drama,drama,religion,luther,yr2003,drama drama drama luther yr2003 religion
6769,Mambo Italiano (2003),Comedy,comedy,,mambo italiano,yr2003,comedy comedy comedy mambo italiano yr2003
6770,My Life Without Me (2003),Drama|Romance,drama romance,adultery terminal illness,my life without me,yr2003,drama romance drama romance drama romance my life without me yr2003 adultery terminal illness
6772,To Be and to Have (Être et avoir) (2002),Documentary,documentary,,be have tre et avoir,yr2002,documentary documentary documentary be have tre et avoir yr2002
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy,animation comedy fantasy,biking,triplets belleville les triplettes de belleville,yr2003,animation comedy fantasy animation comedy fantasy animation comedy fantasy triplets belleville les triplettes de belleville yr2003 biking
6774,Videodrome (1983),Fantasy|Horror|Sci-Fi|Thriller,fantasy horror scifi thriller,,videodrome,yr1983,fantasy horror scifi thriller fantasy horror scifi thriller fantasy horror scifi thriller videodrome yr1983
6775,Life and Debt (2001),Documentary,documentary,,life debt,yr2001,documentary documentary documentary life debt yr2001
6776,Lagaan: Once Upon a Time in India (2001),Comedy|Drama|Musical|Romance,comedy drama musical romance,india,lagaan once upon time india,yr2001,comedy drama musical romance comedy drama musical romance comedy drama musical romance lagaan once upon time india yr2001 india
6777,Judgment at Nuremberg (1961),Drama,drama,,judgment nuremberg,yr1961,drama drama drama judgment nuremberg yr1961
6780,"Brief History of Time, A (1991)",Documentary,documentary,,brief history time,yr1991,documentary documentary documentary brief history time yr1991
6782,Leningrad Cowboys Go America (1989),Comedy|Musical,comedy musical,,leningrad cowboys go america,yr1989,comedy musical comedy musical comedy musical leningrad cowboys go america yr1989
6783,"Rules of the Game, The (La règle du jeu) (1939)",Comedy|Drama,comedy drama,,rules game la r gle du jeu,yr1939,comedy drama comedy drama comedy drama rules game la r gle du jeu yr1939
6785,Seven Brides for Seven Brothers (1954),Comedy|Musical|Romance|Western,comedy musical romance western,lonesome polecat,seven brides seven brothers,yr1954,comedy musical romance western comedy musical romance western comedy musical romance western seven brides seven brothers yr1954 lonesome polecat
6786,Kiss of the Spider Woman (1985),Drama,drama,,kiss spider woman,yr1985,drama drama drama kiss spider woman yr1985
6787,All the President's Men (1976),Drama|Thriller,drama thriller,deep throat journalism watergate,all president s men,yr1976,drama thriller drama thriller drama thriller all president s men yr1976 deep throat journalism watergate
6788,Angie (1994),Comedy|Drama|Romance,comedy drama romance,pregnancy,angie,yr1994,comedy drama romance comedy drama romance comedy drama romance angie yr1994 pregnancy
6789,"Apartment, The (Appartement, L') (1996)",Drama|Mystery|Romance,drama mystery romance,,apartment appartement l,yr1996,drama mystery romance drama mystery romance drama mystery romance apartment appartement l yr1996
6790,Avalon (2001),Drama|Fantasy|Sci-Fi,drama fantasy scifi,,avalon,yr2001,drama fantasy scifi drama fantasy scifi drama fantasy scifi avalon yr2001
6791,Babette's Feast (Babettes gæstebud) (1987),Drama,drama,food,babette s feast babettes g stebud,yr1987,drama drama drama babette s feast babettes g stebud yr1987 food
6793,Beethoven (1992),Children|Comedy|Drama,children comedy drama,,beethoven,yr1992,children comedy drama children comedy drama children comedy drama beethoven yr1992
6794,Beethoven's 2nd (1993),Children|Comedy,children comedy,,beethoven s nd,yr1993,children comedy children comedy children comedy beethoven s nd yr1993
6796,Boyz N the Hood (1991),Crime|Drama,crime drama,,boyz n hood,yr1991,crime drama crime drama crime drama boyz n hood yr1991
6797,Bugsy (1991),Crime|Drama,crime drama,,bugsy,yr1991,crime drama crime drama crime drama bugsy yr1991
6798,Bugsy Malone (1976),Children|Comedy|Crime|Musical,children comedy crime musical,,bugsy malone,yr1976,children comedy crime musical children comedy crime musical children comedy crime musical bugsy malone yr1976
6800,Cobra (1986),Action|Crime,action crime,,cobra,yr1986,action crime action crime action crime cobra yr1986
6803,Phenomena (a.k.a. Creepers) (1985),Horror|Mystery|Thriller,horror mystery thriller,,phenomena k creepers,yr1985,horror mystery thriller horror mystery thriller horror mystery thriller phenomena k creepers yr1985
6804,Crimewave (1985),Comedy|Crime,comedy crime,,crimewave,yr1985,comedy crime comedy crime comedy crime crimewave yr1985
6807,Monty Python's The Meaning of Life (1983),Comedy,comedy,british comedy,monty python s meaning life,yr1983,comedy comedy comedy monty python s meaning life yr1983 british comedy
6808,Where Eagles Dare (1968),Action|Adventure|War,action adventure war,,where eagles dare,yr1968,action adventure war action adventure war action adventure war where eagles dare yr1968
6809,Tightrope (1984),Thriller,thriller,,tightrope,yr1984,thriller thriller thriller tightrope yr1984
6810,Sleeping with the Enemy (1991),Drama|Thriller,drama thriller,domestic violence,sleeping enemy,yr1991,drama thriller drama thriller drama thriller sleeping enemy yr1991 domestic violence
6811,PCU (1994),Comedy,comedy,,pcu,yr1994,comedy comedy comedy pcu yr1994
6812,"Rookie, The (1990)",Action|Comedy|Thriller,action comedy thriller,,rookie,yr1990,action comedy thriller action comedy thriller action comedy thriller rookie yr1990
6814,City Heat (1984),Action|Comedy,action comedy,,city heat,yr1984,action comedy action comedy action comedy city heat yr1984
6816,Three O'Clock High (1987),Comedy,comedy,,o clock high,yr1987,comedy comedy comedy o clock high yr1987
6817,"White Hunter, Black Heart (1990)",Adventure|Drama,adventure drama,,white hunter black heart,yr1990,adventure drama adventure drama adventure drama white hunter black heart yr1990
6818,Come and See (Idi i smotri) (1985),Drama|War,drama war,atmospheric bleak disturbing gritty harsh,come see idi smotri,yr1985,drama war drama war drama war come see idi smotri yr1985 atmospheric bleak disturbing gritty harsh
6820,Ginger Snaps (2000),Drama|Horror|Thriller,drama horror thriller,werewolf,ginger snaps,yr2000,drama horror thriller drama horror thriller drama horror thriller ginger snaps yr2000 werewolf
6821,More American Graffiti (1979),Comedy,comedy,,more american graffiti,yr1979,comedy comedy comedy more american graffiti yr1979
6827,It's Pat (1994),Comedy,comedy,,s pat,yr1994,comedy comedy comedy s pat yr1994
6832,Regarding Henry (1991),Drama,drama,amnesia,regarding henry,yr1991,drama drama drama regarding henry yr1991 amnesia
6835,Alien Contamination (1980),Action|Horror|Sci-Fi,action horror scifi,,alien contamination,yr1980,action horror scifi action horror scifi action horror scifi alien contamination yr1980
6836,"Amazing Transparent Man, The (1960)",Sci-Fi,scifi,,amazing transparent man,yr1960,scifi scifi scifi amazing transparent man yr1960
6837,Love Affair (1939),Comedy|Drama|Romance,comedy drama romance,,love affair,yr1939,comedy drama romance comedy drama romance comedy drama romance love affair yr1939
6849,Scrooge (1970),Drama|Fantasy|Musical,drama fantasy musical,christmas,scrooge,yr1970,drama fantasy musical drama fantasy musical drama fantasy musical scrooge yr1970 christmas
6850,Leap of Faith (1992),Comedy|Drama,comedy drama,,leap faith,yr1992,comedy drama comedy drama comedy drama leap faith yr1992
6851,"Gas, Food, Lodging (1992)",Drama|Romance,drama romance,,gas food lodging,yr1992,drama romance drama romance drama romance gas food lodging yr1992
6852,In Cold Blood (1967),Crime|Drama,crime drama,black and white capote crime death penalty murder,cold blood,yr1967,crime drama crime drama crime drama cold blood yr1967 black and white capote crime death penalty murder
6853,Campus Man (1987),Comedy,comedy,,campus man,yr1987,comedy comedy comedy campus man yr1987
6856,Yankee Doodle Dandy (1942),Drama|Musical,drama musical,biopic,yankee doodle dandy,yr1942,drama musical drama musical drama musical yankee doodle dandy yr1942 biopic
6857,Ninja Scroll (Jûbei ninpûchô) (1995),Action|Adventure|Animation|Fantasy,action adventure animation fantasy,,ninja scroll j bei ninp ch,yr1995,action adventure animation fantasy action adventure animation fantasy action adventure animation fantasy ninja scroll j bei ninp ch yr1995
6858,Knife in the Water (Nóz w wodzie) (1962),Drama,drama,,knife water n z w wodzie,yr1962,drama drama drama knife water n z w wodzie yr1962
6860,Mobsters (1991),Crime|Drama,crime drama,,mobsters,yr1991,crime drama crime drama crime drama mobsters yr1991
6862,Out of Time (2003),Crime|Drama|Thriller,crime drama thriller,,out time,yr2003,crime drama thriller crime drama thriller crime drama thriller out time yr2003
6863,School of Rock (2003),Comedy|Musical,comedy musical,school,school rock,yr2003,comedy musical comedy musical comedy musical school rock yr2003 school
6867,"Station Agent, The (2003)",Comedy|Drama,comedy drama,trains,station agent,yr2003,comedy drama comedy drama comedy drama station agent yr2003 trains
6868,Wonderland (2003),Crime|Drama|Mystery|Thriller,crime drama mystery thriller,,wonderland,yr2003,crime drama mystery thriller crime drama mystery thriller crime drama mystery thriller wonderland yr2003
6869,Bus 174 (Ônibus 174) (2002),Crime|Documentary,crime documentary,,bus nibus,yr2002,crime documentary crime documentary crime documentary bus nibus yr2002
6870,Mystic River (2003),Crime|Drama|Mystery,crime drama mystery,child abuse kidnapping,mystic river,yr2003,crime drama mystery crime drama mystery crime drama mystery mystic river yr2003 child abuse kidnapping
